batches,bits_per_token,cuda_allocated_gb,cuda_peak_allocated_gb,cuda_reserved_gb,effective_classes,logit_margin,loss,perplexity,pred_entropy,pred_entropy_bits,seconds,stat_cos_top1_abs_mean,stat_cos_top1_mean,stat_cos_top1_pos_mean,stat_gate_entropy,stat_gate_top1_mass,stat_moe_output_norm,stat_novelty_top1_mean,token_accuracy,tokens,tokens_per_second,top1_prob,top5_accuracy,variant,stat_projection_norm_ratio,stat_gate_delta_abs_mean
19,2.8444313914536457,52.157471232,57.225432576,58.83559936,6.267473096159951,2.2760185174578447,1.9716095992822966,7.182227697991299,1.8353732584459568,2.6478838981401998,21.236948244273663,0.18100581478915714,0.17865737429574913,0.1798315940065342,1.9414809919240181,0.2581542282773737,3.6583716099722343,0.9755531514945782,0.5668055769923342,19437,915.2444963574744,0.5827697009689959,0.7963677522251377,standard,,
19,2.8464445225211437,52.157486592,57.2270208,58.873348096,6.3766740358163085,2.28599771055204,1.9730049954058304,7.192256746299657,1.852646650426297,2.6728041350895677,21.33713659644127,0.18112355303346064,0.17877627923561815,0.17994991691227544,1.9413901496351809,0.25827361826311074,3.529463531887322,0.9755258376138252,0.5662396460359109,19437,910.9469732335975,0.5807934204798676,0.7970365797190925,top1_pos_lam025,0.9895418989030937,
19,2.8613421508853008,52.157486592,57.2270208,58.873348096,6.431180116530519,2.2774337342278903,1.9833312445034759,7.266910564629203,1.861158054306863,2.6850834952590636,20.97839182242751,0.1806673327951055,0.1783075494462984,0.17948744115337986,1.940998417243623,0.25865872031763976,3.4060674570108715,0.9756712177343537,0.5646447497041724,19437,926.5247862908326,0.5802755150253062,0.7970365797190925,top1_pos_lam050,0.9819665862802873,
19,2.925673279674804,52.157486592,57.2270208,58.873348096,6.795446209942148,2.224680782082015,2.0279221850461586,7.5982821211105325,1.916252712841086,2.764568285905858,21.19566673785448,0.18197351635286682,0.17965989354671094,0.1808167046622226,1.9411606177949072,0.2589130619115997,3.176263017717161,0.975414809532333,0.5575448886144981,19437,917.0270622007099,0.5723276461643306,0.7903483047795442,top1_pos_lam100,0.9754528647974918,
19,2.8622181989560804,52.157486592,57.2270208,58.873348096,6.395198294159533,2.279455741626794,1.9839384747537718,7.271324592580259,1.8555474422372602,2.6769890930498956,21.078531492501497,0.18090979706561358,0.1785718540873444,0.17974082517780757,1.9410758714926872,0.2586248816105357,3.406433367729187,0.9755973071382756,0.5657251633482533,19437,922.1230618895127,0.5805453232619328,0.7956474764624171,top1_signed_lam050,0.9818820649071744,
19,2.8678631675700297,52.157486592,57.225447936,58.873348096,6.370868876225887,2.2756118173859776,1.98785126883288,7.299831522897478,1.8517358615736097,2.671490144528499,21.083143815398216,0.18109455843243683,0.17876012687358936,0.17992734212362976,1.9411056957746808,0.25858168685645394,3.448972769682867,0.975561454317026,0.5634614395225601,19437,921.9213306226208,0.5811064686249968,0.7954931316561198,top1_pos_lam050_renorm,1.0003640262704148,
19,2.8612788628270684,52.157471232,57.224384,58.831405056,6.380004451524543,2.273056034198629,1.9832873765643488,7.266591787231017,1.8531687950875746,2.6735574306030196,20.537050403654575,0.18115072594138618,0.1788219374522828,0.17998633118052232,1.9411490641142193,0.2585627405267013,3.40560405944523,0.97553061937031,0.5648505427792355,19437,946.4358132237519,0.5806228034000874,0.7960076143437773,weighted_sum_projection,,
19,2.852193542682801,52.157486592,57.223875072,58.871250944,6.233309865163941,2.2823516787610294,1.9769899125218655,7.220974474191536,1.8299074702383824,2.6399984325985826,21.141823660582304,0.18066398762820063,0.17831157039393458,0.17948777820718914,1.9378959030435796,0.2627840928864061,3.6607823387572638,0.9756471942391314,0.5671142666049287,19437,919.3625068512491,0.5833169323135724,0.7969851314503267,novelty_gated_alpha1,,0.001814061681037409
19,2.858254599700217,52.157486592,57.225972224,58.934165504,6.401632717852893,2.2729746791115204,1.9811911171047005,7.251375080112988,1.8565530699945658,2.678439907228341,22.635636657476425,0.18098035367173063,0.17867922603822592,0.17982979043011083,1.940878086550194,0.25867842958684556,3.1264559515735555,0.9755444107348459,0.5642331635540464,19437,858.6902278969064,0.5804465560257579,0.7966249935689664,gram_schmidt_lam050,0.9550156772136688,
19,2.850170888959727,52.157486592,57.22439936,59.01385728,6.236703980787819,2.2784230017874254,1.9755879157964675,7.21085778506416,1.8304518346231575,2.6407837843969344,21.522515535354614,0.18078644624666165,0.17844567404765832,0.17961605999030564,1.941504894850547,0.25814536245245684,3.6135670318938136,0.975618152660236,0.5652621289293616,19437,903.1007536303654,0.5824811837000631,0.7970365797190925,whitening_lam025,0.9999754762440397,
19,2.8910612444901367,52.157471232,57.225432576,58.841890816,6.31057988768397,2.267636393681349,2.003930950444465,7.41815927638501,1.842227572122032,2.657772582489371,20.780216194689274,0.18009317142137307,0.17779055912243694,0.17894186550065094,1.9417257919646143,0.2579912804720695,3.113883891440275,0.9757802635954135,0.5649019910480012,19437,935.360817129874,0.5814380311129386,0.7954931316561198,shrinkage_control_075,,
19,2.8511916433408904,52.157471232,57.223859712,58.881736704,6.391712464053194,2.2826944704365384,1.9762954488178153,7.215961510373519,1.8550022237308355,2.676202509014476,20.749727215617895,0.1802960411367709,0.17798090069963218,0.17913847050645892,1.9411835791771879,0.25839588600292535,3.424328112915943,0.9757268339918371,0.5646447497041724,19437,936.7352061076816,0.580510812979112,0.7972938210629212,random_anchor_control,,
